id,title,categories,abstract
0704.1829,On-line Chain Partitions of Up-growing Semi-orders,cs.DM,"  On-line chain partition is a two-player game between Spoiler and Algorithm.
Spoiler presents a partially ordered set, point by point. Algorithm assigns
incoming points (immediately and irrevocably) to the chains which constitute a
chain partition of the order. The value of the game for orders of width $w$ is
a minimum number $\fVal(w)$ such that Algorithm has a strategy using at most
$\fVal(w)$ chains on orders of width at most $w$. We analyze the chain
partition game for up-growing semi-orders. Surprisingly, the golden ratio comes
into play and the value of the game is $\lfloor\frac{1+\sqrt{5}}{2}\; w
\rfloor$.
"
0805.2752,The Margitron: A Generalised Perceptron with Margin,cs.LG,"  We identify the classical Perceptron algorithm with margin as a member of a
broader family of large margin classifiers which we collectively call the
Margitron. The Margitron, (despite its) sharing the same update rule with the
Perceptron, is shown in an incremental setting to converge in a finite number
of updates to solutions possessing any desirable fraction of the maximum
margin. Experiments comparing the Margitron with decomposition SVMs on tasks
involving linear kernels and 2-norm soft margin are also reported.
"
0706.1908,"Computational investigations into the orgins of 'short term' biochemical
  memory in T cell activation",q-bio.MN physics.bio-ph q-bio.CB q-bio.SC,"  Recent studies have reported that T cells can integrate signals between
interrupted encounters with Antigen Presenting Cells (APCs) in such a way that
the process of signal integration exhibits a form of memory. Here, we carry out
a computational study using a simple mathematical model of T cell activation to
investigate the ramifications of interrupted T cell-APC contacts on signal
integration. We consider several mechanisms of how signal integration at these
time scales may be achieved and conclude that feedback control of immediate
early gene products (IEGs) appears to be a highly plausible mechanism that
allows for effective signal integration and cytokine production from multiple
exposures to APCs. Analysis of these computer simulations provides an
experimental roadmap involving several testable predictions.
"
0705.3561,"Generalizing Consistency and other Constraint Properties to Quantified
  Constraints",cs.LO cs.AI,"  Quantified constraints and Quantified Boolean Formulae are typically much
more difficult to reason with than classical constraints, because quantifier
alternation makes the usual notion of solution inappropriate. As a consequence,
basic properties of Constraint Satisfaction Problems (CSP), such as consistency
or substitutability, are not completely understood in the quantified case.
These properties are important because they are the basis of most of the
reasoning methods used to solve classical (existentially quantified)
constraints, and one would like to benefit from similar reasoning methods in
the resolution of quantified constraints. In this paper, we show that most of
the properties that are used by solvers for CSP can be generalized to
quantified CSP. This requires a re-thinking of a number of basic concepts; in
particular, we propose a notion of outcome that generalizes the classical
notion of solution and on which all definitions are based. We propose a
systematic study of the relations which hold between these properties, as well
as complexity results regarding the decision of these properties. Finally, and
since these problems are typically intractable, we generalize the approach used
in CSP and propose weaker, easier to check notions based on locality, which
allow to detect these properties incompletely but in polynomial time.
"
0705.0960,Uniqueness Domains in the Workspace of Parallel Manipulators,cs.RO,"  This work investigates new kinematic features of parallel manipulators. It is
well known that parallel manipulators admit generally several direct kinematic
solutions for a given set of input joint values. The aim of this paper is to
characterize the uniqueness domains in the workspace of parallel manipulators,
as well as their image in the joint space. The study focuses on the most usual
case of parallel manipulators with only one inverse kinematic solution. The
notion of aspect introduced for serial manipulators in [Borrel 86] is redefined
for such parallel manipulators. Then, it is shown that it is possible to link
several solutions to the forward kinematic problem without meeting a
singularity, thus meaning that the aspects are not uniqueness domains. An
additional set of surfaces, namely the characteristic surfaces, are
characterized which divide the workspace into basic regions and yield new
uniqueness domains. This study is illustrated all along the paper with a 3-RPR
planar parallel manipulator. An octree model of spaces is used to compute the
joint space, the workspace and all other newly defined sets.
"
0705.3468,Linear Tabling Strategies and Optimizations,cs.PL,"  Recently, the iterative approach named linear tabling has received
considerable attention because of its simplicity, ease of implementation, and
good space efficiency. Linear tabling is a framework from which different
methods can be derived based on the strategies used in handling looping
subgoals. One decision concerns when answers are consumed and returned. This
paper describes two strategies, namely, {\it lazy} and {\it eager} strategies,
and compares them both qualitatively and quantitatively. The results indicate
that, while the lazy strategy has good locality and is well suited for finding
all solutions, the eager strategy is comparable in speed with the lazy strategy
and is well suited for programs with cuts. Linear tabling relies on depth-first
iterative deepening rather than suspension to compute fixpoints. Each cluster
of inter-dependent subgoals as represented by a top-most looping subgoal is
iteratively evaluated until no subgoal in it can produce any new answers. Naive
re-evaluation of all looping subgoals, albeit simple, may be computationally
unacceptable. In this paper, we also introduce semi-naive optimization, an
effective technique employed in bottom-up evaluation of logic programs to avoid
redundant joins of answers, into linear tabling. We give the conditions for the
technique to be safe (i.e. sound and complete) and propose an optimization
technique called {\it early answer promotion} to enhance its effectiveness.
Benchmarking in B-Prolog demonstrates that with this optimization linear
tabling compares favorably well in speed with the state-of-the-art
implementation of SLG.
"
0705.1654,Momentum Transfer to Nanoobjects between Parallel Heated Plates,physics.flu-dyn,"  A small-scale, trapezoidal rigid body in the gas-filled gap between two
parallel plates at different temperatures is considered. An analytical
expression for the force onto the body in the direction parallel to the plates
valid for an infinite Knudsen number is derived. Simultaneously, Monte-Carlo
simulations are performed allowing to extend the analysis to Knudsen numbers of
the order of one. The numerical and the analytical results show excellent
agreement, indicating that a temperature gradient orthogonal to the plates can
induce a significant force in parallel direction. This force is only slightly
reduced when a Knudsen number of one is considered. In the future, the
discovered effect may be exploited for the conversion of thermal into
mechanical energy in nanomachines.
"
0707.4470,"Geometric Computational Electrodynamics with Variational Integrators and
  Discrete Differential Forms",math.NA physics.comp-ph,"  In this paper, we develop a structure-preserving discretization of the
Lagrangian framework for electromagnetism, combining techniques from
variational integrators and discrete differential forms. This leads to a
general family of variational, multisymplectic numerical methods for solving
Maxwell's equations that automatically preserve key symmetries and invariants.
  In doing so, we demonstrate several new results, which apply both to some
well-established numerical methods and to new methods introduced here. First,
we show that Yee's finite-difference time-domain (FDTD) scheme, along with a
number of related methods, are multisymplectic and derive from a discrete
Lagrangian variational principle. Second, we generalize the Yee scheme to
unstructured meshes, not just in space but in 4-dimensional spacetime. This
relaxes the need to take uniform time steps, or even to have a preferred time
coordinate at all. Finally, as an example of the type of methods that can be
developed within this general framework, we introduce a new asynchronous
variational integrator (AVI) for solving Maxwell's equations. These results are
illustrated with some prototype simulations that show excellent energy and
conservation behavior and lack of spurious modes, even for an irregular mesh
with asynchronous time stepping.
"
0708.2788,Integrating users' needs into multimedia information retrieval system,cs.IR,"  The exponential growth of multimedia information and the development of
various communication media generated new problems at various levels including
the rate of flow of information, problems of storage and management. The
difficulty which arises is no longer the existence of information but rather
the access to this information. When designing multimedia information retrieval
system, it is appropriate to bear in mind the potential users and their
information needs. We assumed that multimedia information representation which
takes into account explicitly the users' needs and the cases of use could
contribute to the adaptation potentials of the system for the end-users. We
believe also that responses of multimedia information system would be more
relevant to the users' needs if the types of results to be used from the system
were identified before the design and development of the system. We propose the
integration of the users' information needs. More precisely integrating usage
contexts of resulting information in an information system (during creation and
feedback) should enhance more pertinent users' need. The first section of this
study is dedicated to traditional multimedia information systems and
specifically the approaches of representing multimedia information. Taking into
account the dynamism of users, these approaches do not permit the explicit
integration of the users' information needs. In this paper, we will present our
proposals based on economic intelligence approach. This approach emphasizes the
importance of starting any process of information retrieval witch the user
information need.
"
0706.1142,Localized Support for Injection Point Election in Hybrid Networks,cs.DC cs.NI,"  Ad-hoc networks, a promising trend in wireless technology, fail to work
properly in a global setting. In most cases, self-organization and cost-free
local communication cannot compensate the need for being connected, gathering
urgent information just-in-time. Equipping mobile devices additionally with GSM
or UMTS adapters in order to communicate with arbitrary remote devices or even
a fixed network infrastructure provides an opportunity. Devices that operate as
intermediate nodes between the ad-hoc network and a reliable backbone network
are potential injection points. They allow disseminating received information
within the local neighborhood. The effectiveness of different devices to serve
as injection point differs substantially. For practical reasons the
determination of injection points should be done locally, within the ad-hoc
network partitions. We analyze different localized algorithms using at most
2-hop neighboring information. Results show that devices selected this way
spread information more efficiently through the ad-hoc network. Our results can
also be applied in order to support the election process for clusterheads in
the field of clustering mechanisms.
"
0704.0033,"Convergence of the discrete dipole approximation. I. Theoretical
  analysis",physics.optics physics.comp-ph,"  We performed a rigorous theoretical convergence analysis of the discrete
dipole approximation (DDA). We prove that errors in any measured quantity are
bounded by a sum of a linear and quadratic term in the size of a dipole d, when
the latter is in the range of DDA applicability. Moreover, the linear term is
significantly smaller for cubically than for non-cubically shaped scatterers.
Therefore, for small d errors for cubically shaped particles are much smaller
than for non-cubically shaped. The relative importance of the linear term
decreases with increasing size, hence convergence of DDA for large enough
scatterers is quadratic in the common range of d. Extensive numerical
simulations were carried out for a wide range of d. Finally we discuss a number
of new developments in DDA and their consequences for convergence.
"
0705.0959,"The Kinematic Analysis of a Symmetrical Three-Degree-of-Freedom Planar
  Parallel Manipulator",cs.RO,"  Presented in this paper is the kinematic analysis of a symmetrical
three-degree-of-freedom planar parallel manipulator. In opposite to serial
manipulators, parallel manipulators can admit not only multiple inverse
kinematic solutions, but also multiple direct kinematic solutions. This
property produces more complicated kinematic models but allows more flexibility
in trajectory planning. To take into account this property, the notion of
aspects, i.e. the maximal singularity-free domains, was introduced, based on
the notion of working modes, which makes it possible to separate the inverse
kinematic solutions. The aim of this paper is to show that a non-singular
assembly-mode changing trajectory exist for a symmetrical planar parallel
manipulator, with equilateral base and platform triangle.
"
1409.0381,"A direct proof of Malus' theorem using the symplectic structure of the
  set of oriented straight lines",math.SG physics.optics,"  We present a direct proof of Malus' theorem in geometrical Optics founded on
the symplectic structure of the set of all oriented straight lines in an
Euclidean affine space. Nous pr\'esentens une preuve directe du th\'eor\`eme de
Malus de l'optique g\'eom\'etrique bas\'ee sur la structure symplectique de
l'ensemble des droites orient\'ees d'un espace affine euclidien.
"
0905.2924,Colorization of Natural Images via L1 Optimization,cs.CV,"  Natural images in the colour space YUV have been observed to have a
non-Gaussian, heavy tailed distribution (called 'sparse') when the filter
G(U)(r) = U(r) - sum_{s \in N(r)} w{(Y)_{rs}} U(s), is applied to the
chromacity channel U (and equivalently to V), where w is a weighting function
constructed from the intensity component Y [1]. In this paper we develop
Bayesian analysis of the colorization problem using the filter response as a
regularization term to arrive at a non-convex optimization problem. This
problem is convexified using L1 optimization which often gives the same results
for sparse signals [2]. It is observed that L1 optimization, in many cases,
over-performs the famous colorization algorithm by Levin et al [3].
"
0704.2092,A Note on the Inapproximability of Correlation Clustering,cs.LG cs.DS,"  We consider inapproximability of the correlation clustering problem defined
as follows: Given a graph $G = (V,E)$ where each edge is labeled either ""+""
(similar) or ""-"" (dissimilar), correlation clustering seeks to partition the
vertices into clusters so that the number of pairs correctly (resp.
incorrectly) classified with respect to the labels is maximized (resp.
minimized). The two complementary problems are called MaxAgree and MinDisagree,
respectively, and have been studied on complete graphs, where every edge is
labeled, and general graphs, where some edge might not have been labeled.
Natural edge-weighted versions of both problems have been studied as well. Let
S-MaxAgree denote the weighted problem where all weights are taken from set S,
we show that S-MaxAgree with weights bounded by $O(|V|^{1/2-\delta})$
essentially belongs to the same hardness class in the following sense: if there
is a polynomial time algorithm that approximates S-MaxAgree within a factor of
$\lambda = O(\log{|V|})$ with high probability, then for any choice of S',
S'-MaxAgree can be approximated in polynomial time within a factor of $(\lambda
+ \epsilon)$, where $\epsilon > 0$ can be arbitrarily small, with high
probability. A similar statement also holds for $S-MinDisagree. This result
implies it is hard (assuming $NP \neq RP$) to approximate unweighted MaxAgree
within a factor of $80/79-\epsilon$, improving upon a previous known factor of
$116/115-\epsilon$ by Charikar et. al. \cite{Chari05}.
"
0712.0653,Equations of States in Singular Statistical Estimation,cs.LG,"  Learning machines which have hierarchical structures or hidden variables are
singular statistical models because they are nonidentifiable and their Fisher
information matrices are singular. In singular statistical models, neither the
Bayes a posteriori distribution converges to the normal distribution nor the
maximum likelihood estimator satisfies asymptotic normality. This is the main
reason why it has been difficult to predict their generalization performances
from trained states. In this paper, we study four errors, (1) Bayes
generalization error, (2) Bayes training error, (3) Gibbs generalization error,
and (4) Gibbs training error, and prove that there are mathematical relations
among these errors. The formulas proved in this paper are equations of states
in statistical estimation because they hold for any true distribution, any
parametric model, and any a priori distribution. Also we show that Bayes and
Gibbs generalization errors are estimated by Bayes and Gibbs training errors,
and propose widely applicable information criteria which can be applied to both
regular and singular statistical models.
"
0710.4700,"A Decompilation Approach to Partitioning Software for
  Microprocessor/FPGA Platforms",cs.SE,"  In this paper, we present a software compilation approach for
microprocessor/FPGA platforms that partitions a software binary onto custom
hardware implemented in the FPGA. Our approach imposes less restrictions on
software tool flow than previous compiler approaches, allowing software
designers to use any software language and compiler. Our approach uses a
back-end partitioning tool that utilizes decompilation techniques to recover
important high-level information, resulting in performance comparable to
high-level compiler-based approaches.
"
0902.3526,Online Multi-task Learning with Hard Constraints,stat.ML cs.LG math.ST stat.TH,"  We discuss multi-task online learning when a decision maker has to deal
simultaneously with M tasks. The tasks are related, which is modeled by
imposing that the M-tuple of actions taken by the decision maker needs to
satisfy certain constraints. We give natural examples of such restrictions and
then discuss a general class of tractable constraints, for which we introduce
computationally efficient ways of selecting actions, essentially by reducing to
an on-line shortest path problem. We briefly discuss ""tracking"" and ""bandit""
versions of the problem and extend the model in various ways, including
non-additive global losses and uncountably infinite sets of tasks.
"
0705.1750,A Tighter Analysis of Setcover Greedy Algorithm for Test Set,cs.DS,"  Setcover greedy algorithm is a natural approximation algorithm for test set
problem. This paper gives a precise and tighter analysis of performance
guarantee of this algorithm. The author improves the performance guarantee
$2\ln n$ which derives from set cover problem to $1.1354\ln n$ by applying the
potential function technique. In addition, the author gives a nontrivial lower
bound $1.0004609\ln n$ of performance guarantee of this algorithm. This lower
bound, together with the matching bound of information content heuristic,
confirms the fact information content heuristic is slightly better than
setcover greedy algorithm in worst case.
"
0704.3515,"Comparing Robustness of Pairwise and Multiclass Neural-Network Systems
  for Face Recognition",cs.AI,"  Noise, corruptions and variations in face images can seriously hurt the
performance of face recognition systems. To make such systems robust,
multiclass neuralnetwork classifiers capable of learning from noisy data have
been suggested. However on large face data sets such systems cannot provide the
robustness at a high level. In this paper we explore a pairwise neural-network
system as an alternative approach to improving the robustness of face
recognition. In our experiments this approach is shown to outperform the
multiclass neural-network system in terms of the predictive accuracy on the
face images corrupted by noise.
"
0705.3639,Prospects for the cavity-assisted laser cooling of molecules,quant-ph physics.atom-ph,"  Cooling of molecules via free-space dissipative scattering of photons is
thought not to be practicable due to the inherently large number of Raman loss
channels available to molecules and the prohibitive expense of building
multiple repumping laser systems. The use of an optical cavity to enhance
coherent Rayleigh scattering into a decaying cavity mode has been suggested as
a potential method to mitigate Raman loss, thereby enabling the laser cooling
of molecules to ultracold temperatures. We discuss the possibility of
cavity-assisted laser cooling particles without closed transitions, identify
conditions necessary to achieve efficient cooling, and suggest solutions given
experimental constraints. Specifically, it is shown that cooperativities much
greater than unity are required for cooling without loss, and that this could
be achieved via the superradiant scattering associated with intracavity
self-localization of the molecules. Particular emphasis is given to the polar
hydroxyl radical (OH), cold samples of which are readily obtained from Stark
deceleration.
"
0708.0694,"Reconstruction of Protein-Protein Interaction Pathways by Mining
  Subject-Verb-Objects Intermediates",cs.IR cs.CL cs.DL,"  The exponential increase in publication rate of new articles is limiting
access of researchers to relevant literature. This has prompted the use of text
mining tools to extract key biological information. Previous studies have
reported extensive modification of existing generic text processors to process
biological text. However, this requirement for modification had not been
examined. In this study, we have constructed Muscorian, using MontyLingua, a
generic text processor. It uses a two-layered generalization-specialization
paradigm previously proposed where text was generically processed to a suitable
intermediate format before domain-specific data extraction techniques are
applied at the specialization layer. Evaluation using a corpus and experts
indicated 86-90% precision and approximately 30% recall in extracting
protein-protein interactions, which was comparable to previous studies using
either specialized biological text processing tools or modified existing tools.
Our study had also demonstrated the flexibility of the two-layered
generalization-specialization paradigm by using the same generalization layer
for two specialized information extraction tasks.
"
0704.0071,Pairwise comparisons of typological profiles (of languages),physics.soc-ph,"  No abstract given; compares pairs of languages from World Atlas of Language
Structures.
"
0704.2509,"Signal Set Design for Full-Diversity Low-Decoding-Complexity
  Differential Scaled-Unitary STBCs",cs.IT math.IT,"  The problem of designing high rate, full diversity noncoherent space-time
block codes (STBCs) with low encoding and decoding complexity is addressed.
First, the notion of $g$-group encodable and $g$-group decodable linear STBCs
is introduced. Then for a known class of rate-1 linear designs, an explicit
construction of fully-diverse signal sets that lead to four-group encodable and
four-group decodable differential scaled unitary STBCs for any power of two
number of antennas is provided. Previous works on differential STBCs either
sacrifice decoding complexity for higher rate or sacrifice rate for lower
decoding complexity.
"
0706.0300,"Automatic Detection of Pulmonary Embolism using Computational
  Intelligence",cs.CV,"  This article describes the implementation of a system designed to
automatically detect the presence of pulmonary embolism in lung scans. These
images are firstly segmented, before alignment and feature extraction using
PCA. The neural network was trained using the Hybrid Monte Carlo method,
resulting in a committee of 250 neural networks and good results are obtained.
"
0704.1411,"Trellis-Coded Quantization Based on Maximum-Hamming-Distance Binary
  Codes",cs.IT math.IT,"  Most design approaches for trellis-coded quantization take advantage of the
duality of trellis-coded quantization with trellis-coded modulation, and use
the same empirically-found convolutional codes to label the trellis branches.
This letter presents an alternative approach that instead takes advantage of
maximum-Hamming-distance convolutional codes. The proposed source codes are
shown to be competitive with the best in the literature for the same
computational complexity.
"
0805.2891,Learning Low-Density Separators,cs.LG cs.AI,"  We define a novel, basic, unsupervised learning problem - learning the lowest
density homogeneous hyperplane separator of an unknown probability
distribution. This task is relevant to several problems in machine learning,
such as semi-supervised learning and clustering stability. We investigate the
question of existence of a universally consistent algorithm for this problem.
We propose two natural learning paradigms and prove that, on input unlabeled
random samples generated by any member of a rich family of distributions, they
are guaranteed to converge to the optimal separator for that distribution. We
complement this result by showing that no learning algorithm for our task can
achieve uniform learning rates (that are independent of the data generating
distribution).
"
0708.0224,Multisource Bayesian sequential change detection,math.ST cs.IT math.IT math.PR stat.TH,"  Suppose that local characteristics of several independent compound Poisson
and Wiener processes change suddenly and simultaneously at some unobservable
disorder time. The problem is to detect the disorder time as quickly as
possible after it happens and minimize the rate of false alarms at the same
time. These problems arise, for example, from managing product quality in
manufacturing systems and preventing the spread of infectious diseases. The
promptness and accuracy of detection rules improve greatly if multiple
independent information sources are available. Earlier work on sequential
change detection in continuous time does not provide optimal rules for
situations in which several marked count data and continuously changing signals
are simultaneously observable. In this paper, optimal Bayesian sequential
detection rules are developed for such problems when the marked count data is
in the form of independent compound Poisson processes, and the continuously
changing signals form a multi-dimensional Wiener process. An auxiliary optimal
stopping problem for a jump-diffusion process is solved by transforming it
first into a sequence of optimal stopping problems for a pure diffusion by
means of a jump operator. This method is new and can be very useful in other
applications as well, because it allows the use of the powerful optimal
stopping theory for diffusions.
"
0708.2668,Zone and double zone diagrams in abstract spaces,math.MG cs.CG math.CO,"  A zone diagram is a relatively new concept which was first defined and
studied by T. Asano, J. Matousek and T. Tokuyama. It can be interpreted as a
state of equilibrium between several mutually hostile kingdoms. Formally, it is
a fixed point of a certain mapping. These authors considered the Euclidean
plane and proved the existence and uniqueness of zone diagrams there. In the
present paper we generalize this concept in various ways. We consider general
sites in m-spaces (a simple generalization of metric spaces) and prove several
existence and (non)uniqueness results in this setting. In contrast to previous
works, our (rather simple) proofs are based on purely order theoretic
arguments. Many explicit examples are given, and some of them illustrate new
phenomena which occur in the general case. We also re-interpret zone diagrams
as a stable configuration in a certain combinatorial game, and provide an
algorithm for finding this configuration in a particular case.
"
0704.0218,"On Almost Periodicity Criteria for Morphic Sequences in Some Particular
  Cases",cs.DM cs.LO,"  In some particular cases we give criteria for morphic sequences to be almost
periodic (=uniformly recurrent). Namely, we deal with fixed points of
non-erasing morphisms and with automatic sequences. In both cases a
polynomial-time algorithm solving the problem is found. A result more or less
supporting the conjecture of decidability of the general problem is given.
"
0705.0454,"Performance Evaluation for Clustering Algorithms in Object-Oriented
  Database Systems",cs.DB,"  It is widely acknowledged that good object clustering is critical to the
performance of object-oriented databases. However, object clustering always
involves some kind of overhead for the system. The aim of this paper is to
propose a modelling methodology in order to evaluate the performances of
different clustering policies. This methodology has been used to compare the
performances of three clustering algorithms found in the literature (Cactis, CK
and ORION) that we considered representative of the current research in the
field of object clustering. The actual performance evaluation was performed
using simulation. Simulation experiments we performed showed that the Cactis
algorithm is better than the ORION algorithm and that the CK algorithm totally
outperforms both other algorithms in terms of response time and clustering
overhead.
"
0711.0538,Spreadsheet Engineering: A Research Framework,cs.SE,"  Spreadsheet engineering adapts the lessons of software engineering to
spreadsheets, providing eight principles as a framework for organizing
spreadsheet programming recommendations. Spreadsheets raise issues inadequately
addressed by software engineering. Spreadsheets are a powerful modeling
language, allowing strategic rapid model change, and enabling exploratory
modeling. Spreadsheets users learn slowly with experience because they focus on
the problem domain not programming. The heterogeneity of spreadsheet users
requires a taxonomy to guide recommendations. Deployment of best practices is
difficult and merits research.
"
0704.0422,Polarization conversion in a silica microsphere,physics.optics,"  We experimentally demonstrate controlled polarization-selective phenomena in
a whispering gallery mode resonator. We observed efficient ($\approx 75 %$)
polarization conversion of light in a silica microsphere coupled to a tapered
optical fiber with proper optimization of the polarization of the propagating
light. A simple model treating the microsphere as a ring resonator provides a
good fit to the observed behavior.
"
1704.06565,An efficient method to estimate sorption isotherm curve coefficients,physics.app-ph math.NA physics.class-ph,"  This paper deals with an inverse problem applied to the field of building
physics to experimentally estimate three sorption isotherm coefficients of a
wood fiber material. First, the mathematical model, based on convective
transport of moisture, the Optimal Experiment Design (OED) and the experimental
set-up are presented. Then measurements of relative humidity within the
material are carried out, after searching the OED, which is based on the
computation of the sensitivity functions and a priori values of the unknown
parameters employed in the mathematical model. The OED enables to plan the
experimental conditions in terms of sensor positioning and boundary conditions
out of 20 possible designs, ensuring the best accuracy for the identification
method and, thus, for the estimated parameter. Two experimental procedures were
identified: i) single step of relative humidity from 10% to 75% and ii)
multiple steps of relative humidity 10-75-33-75% with an 8-day duration period
for each step. For both experiment designs, it has been shown that the sensor
has to be placed near the impermeable boundary. After the measurements, the
parameter estimation problem is solved using an interior point algorithm to
minimize the cost function. Several tests are performed for the definition of
the cost function, by using the L^2 or L^\infty norm and considering the
experiments separately or at the same time. It has been found out that the
residual between the experimental data and the numerical model is minimized
when considering the discrete Euclidean norm and both experiments separately.
It means that two parameters are estimated using one experiment while the third
parameter is determined with the other experiment. Two cost functions are
defined and minimized for this approach. Moreover, the algorithm requires less
than 100 computations of the direct model to obtain the solution. In addition,
the OED sensitivity functions enable to capture an approximation of the
probability distribution function of the estimated parameters. The determined
sorption isotherm coefficients calibrate the numerical model to fit better the
experimental data. However, some discrepancies still appear since the model
does not take into account the hysteresis effects on the sorption capacity.
Therefore, the model is improved proposing a second differential equation for
the sorption capacity to take into account the hysteresis between the main
adsorption and desorption curves. The OED approach is also illustrated for the
estimation of five of the coefficients involved in the hysteresis model. To
conclude, the prediction of the model with hysteresis are compared with the
experimental observations to illustrate the improvement of the prediction.
"
0704.3246,"Nonlinear stage of the Benjamin-Feir instability: Three-dimensional
  coherent structures and rogue waves",physics.flu-dyn physics.ao-ph,"  A specific, genuinely three-dimensional mechanism of rogue wave formation, in
a late stage of the modulational instability of a perturbed Stokes deep-water
wave, is recognized through numerical experiments. The simulations are based on
fully nonlinear equations describing weakly three-dimensional potential flows
of an ideal fluid with a free surface in terms of conformal variables.
Spontaneous formation of zigzag patterns for wave amplitude is observed in a
nonlinear stage of the instability. If initial wave steepness is sufficiently
high ($ka>0.06$), these coherent structures produce rogue waves. The most tall
waves appear in ``turns'' of the zigzags. For $ka<0.06$, the structures decay
typically without formation of steep waves.
"
1009.2032,"Feedback stabilisation of switched systems via iterative approximate
  eigenvector assignment",cs.SY math.OC,"  This paper presents and implements an iterative feedback design algorithm for
stabilisation of discrete-time switched systems under arbitrary switching
regimes. The algorithm seeks state feedback gains so that the closed-loop
switching system admits a common quadratic Lyapunov function (CQLF) and hence
is uniformly globally exponentially stable. Although the feedback design
problem considered can be solved directly via linear matrix inequalities
(LMIs), direct application of LMIs for feedback design does not provide
information on closed-loop system structure. In contrast, the feedback matrices
computed by the proposed algorithm assign closed-loop structure approximating
that required to satisfy Lie-algebraic conditions that guarantee existence of a
CQLF. The main contribution of the paper is to provide, for single-input
systems, a numerical implementation of the algorithm based on iterative
approximate common eigenvector assignment, and to establish cases where such
algorithm is guaranteed to succeed. We include pseudocode and a few numerical
examples to illustrate advantages and limitations of the proposed technique.
"
0704.2855,"The generator coordinate method in time-dependent density-functional
  theory: memory made simple",cond-mat.mes-hall cond-mat.mtrl-sci physics.chem-ph,"  The generator coordinate (GC) method is a variational approach to the quantum
many-body problem in which interacting many-body wave functions are constructed
as superpositions of (generally nonorthogonal) eigenstates of auxiliary
Hamiltonians containing a deformation parameter. This paper presents a
time-dependent extension of the GC method as a new approach to improve existing
approximations of the exchange-correlation (XC) potential in time-dependent
density-functional theory (TDDFT). The time-dependent GC method is shown to be
a conceptually and computationally simple tool to build memory effects into any
existing adiabatic XC potential. As an illustration, the method is applied to
driven parametric oscillations of two interacting electrons in a harmonic
potential (Hooke's atom). It is demonstrated that a proper choice of
time-dependent generator coordinates in conjunction with the adiabatic
local-density approximation reproduces the exact linear and nonlinear
two-electron dynamics quite accurately, including features associated with
double excitations that cannot be captured by TDDFT in the adiabatic
approximation.
"
0901.2416,TR01: Time-continuous Sparse Imputation,cs.SD,"  An effective way to increase the noise robustness of automatic speech
recognition is to label noisy speech features as either reliable or unreliable
(missing) prior to decoding, and to replace the missing ones by clean speech
estimates. We present a novel method to obtain such clean speech estimates.
Unlike previous imputation frameworks which work on a frame-by-frame basis, our
method focuses on exploiting information from a large time-context. Using a
sliding window approach, denoised speech representations are constructed using
a sparse representation of the reliable features in an overcomplete basis of
fixed-length exemplar fragments. We demonstrate the potential of our approach
with experiments on the AURORA-2 connected digit database.
"
0809.1270,Predictive Hypothesis Identification,cs.LG math.ST stat.ML stat.TH,"  While statistics focusses on hypothesis testing and on estimating (properties
of) the true sampling distribution, in machine learning the performance of
learning algorithms on future data is the primary issue. In this paper we
bridge the gap with a general principle (PHI) that identifies hypotheses with
best predictive performance. This includes predictive point and interval
estimation, simple and composite hypothesis testing, (mixture) model selection,
and others as special cases. For concrete instantiations we will recover
well-known methods, variations thereof, and new ones. PHI nicely justifies,
reconciles, and blends (a reparametrization invariant variation of) MAP, ML,
MDL, and moment estimation. One particular feature of PHI is that it can
genuinely deal with nested hypotheses.
"
0704.0442,Quantum electromagnetic X-waves,physics.optics physics.gen-ph quant-ph,"  We show that two distinct quantum states of the electromagnetic field can be
associated to a classical vector X wave or a propagation-invariant solution of
Maxwell equations. The difference between the two states is of pure quantum
mechanical origin since they are internally entangled and disentangled,
respectively and can be generated by different linear or nonlinear processes.
Detection and generation of Schr\""odinger-cat states comprising two entangled
X-waves and their possible applications are discussed.
"
0704.2171,"Fluctuation-induced interactions between dielectrics in general
  geometries",cond-mat.stat-mech cond-mat.soft physics.comp-ph quant-ph,"  We study thermal Casimir and quantum non-retarded Lifshitz interactions
between dielectrics in general geometries. We map the calculation of the
classical partition function onto a determinant which we discretize and
evaluate with the help of Cholesky factorization. The quantum partition
function is treated by path integral quantization of a set of interacting
dipoles and reduces to a product of determinants. We compare the approximations
of pairwise additivity and proximity force with our numerical methods. We
propose a ``factorization approximation'' which gives rather good numerical
results in the geometries that we study.
"
0705.0453,"OCB: A Generic Benchmark to Evaluate the Performances of Object-Oriented
  Database Systems",cs.DB,"  We present in this paper a generic object-oriented benchmark (the Object
Clustering Benchmark) that has been designed to evaluate the performances of
clustering policies in object-oriented databases. OCB is generic because its
sample database may be customized to fit the databases introduced by the main
existing benchmarks (e.g., OO1). OCB's current form is clustering-oriented
because of its clustering-oriented workload, but it can be easily adapted to
other purposes. Lastly, OCB's code is compact and easily portable. OCB has been
implemented in a real system (Texas, running on a Sun workstation), in order to
test a specific clustering policy called DSTC. A few results concerning this
test are presented.
"
